GeneFusion	known	n	std1	std2	run	config	barcode	log_n	std_avg	log_std_avg	Identifier	isTrue
KMT2A::MLLT3	True	2	89470	15338	Run2	hac	barcode48	0.47712125471966244	52404.0	4.719372725319897	KMT2A::MLLT3_barcode48	False
RUNX1::RUNX1T1	True	2	31324	52060	Run2	hac	barcode48	0.47712125471966244	41692.0	4.620063145703663	RUNX1::RUNX1T1_barcode48	False
RUNX1::RUNX1T1	True	8	35185	278560	Run2	hac	barcode49	0.9542425094393249	156872.5	5.1955495861887	RUNX1::RUNX1T1_barcode49	False
ETV6::RUNX1	True	3	62009	314355	Run2	hac	barcode49	0.6020599913279624	188182.0	5.274580387743396	ETV6::RUNX1_barcode49	False
ETV6::RUNX1	True	7	52702	153204	Run2	hac	barcode50	0.9030899869919435	102953.0	5.012643224622632	ETV6::RUNX1_barcode50	False
ETV6::RUNX1	True	2	50745	61531	Run2	hac	barcode51	0.47712125471966244	56138.0	4.749264672310713	ETV6::RUNX1_barcode51	False
RUNX1::RUNX1T1	True	2	2115	89090	Run2	hac	barcode51	0.47712125471966244	45602.5	4.658998175391521	RUNX1::RUNX1T1_barcode51	False
RUNX1::RUNX1T1	True	264	8458	56533	Run2	hac	barcode52	2.423245873936808	32495.5	4.511836588285325	RUNX1::RUNX1T1_barcode52	True
ETV6::RUNX1	True	3	11535	459436	Run2	hac	barcode52	0.6020599913279624	235485.5	5.371966014889292	ETV6::RUNX1_barcode52	False
ABL1::BCR	True	348	1256	1630	Run2	hac	barcode53	2.5428254269591797	1443.0	3.1595671932336202	ABL1::BCR_barcode53	True
ETV6::RUNX1	True	3	95199	201563	Run2	hac	barcode53	0.6020599913279624	148381.0	5.171381220519776	ETV6::RUNX1_barcode53	False
RUNX1::RUNX1T1	True	3	14880	191721	Run2	hac	barcode53	0.6020599913279624	103300.5	5.014106627782865	RUNX1::RUNX1T1_barcode53	False
ETV6::RUNX1	True	4	57731	208701	Run2	hac	barcode54	0.6989700043360189	133216.0	5.12455964927193	ETV6::RUNX1_barcode54	False
RUNX1::RUNX1T1	True	4	43352	400376	Run2	hac	barcode54	0.6989700043360189	221864.0	5.346088796122252	RUNX1::RUNX1T1_barcode54	False
PML::RARA	True	226	1514	1604	Run2	hac	barcode56	2.3560258571931225	1559.0	3.1931245983544616	PML::RARA_barcode56	True
RUNX1::RUNX1T1	True	4	43000	396952	Run2	hac	barcode56	0.6989700043360189	219976.0	5.342377274934658	RUNX1::RUNX1T1_barcode56	False
ETV6::RUNX1	True	3	86973	199998	Run2	hac	barcode56	0.6020599913279624	143485.5	5.156811042175882	ETV6::RUNX1_barcode56	False
ETV6::RUNX1	True	14	72678	402933	Run2	hac	barcode55	1.1760912590556813	237805.5	5.376223721079781	ETV6::RUNX1_barcode55	False
RUNX1::RUNX1T1	True	4	53645	379766	Run2	hac	barcode55	0.6989700043360189	216705.5	5.335871937954779	RUNX1::RUNX1T1_barcode55	False
ETV6::RUNX1	True	2	72705	325437	Run2	sup	barcode41	0.47712125471966244	199071.0	5.2990101796625755	ETV6::RUNX1_barcode41	False
RUNX1::RUNX1T1	True	2	42985	14112	Run2	sup	barcode41	0.47712125471966244	28548.5	4.455598506657438	RUNX1::RUNX1T1_barcode41	False
ETV6::RUNX1	True	2	60297	182916	Run2	sup	barcode42	0.47712125471966244	121606.5	5.084960360365745	ETV6::RUNX1_barcode42	False
ETV6::RUNX1	True	8	76357	325467	Run2	sup	barcode43	0.9542425094393249	200912.0	5.30300803851831	ETV6::RUNX1_barcode43	False
RUNX1::RUNX1T1	True	2	26837	201045	Run2	sup	barcode43	0.47712125471966244	113941.0	5.056683838267411	RUNX1::RUNX1T1_barcode43	False
RUNX1::RUNX1T1	True	146	1655	349	Run2	sup	barcode45	2.167317334748176	1002.0	3.0013009330204183	RUNX1::RUNX1T1_barcode45	True
ETV6::RUNX1	True	3	59818	183317	Run2	sup	barcode45	0.6020599913279624	121567.5	5.0848210580913475	ETV6::RUNX1_barcode45	False
KMT2A::MLLT3	True	418	1499	1250	Run2	sup	barcode47	2.622214022966295	1374.5	3.1384605947257023	KMT2A::MLLT3_barcode47	True
RUNX1::RUNX1T1	True	4	13291	311204	Run2	sup	barcode47	0.6989700043360189	162247.5	5.210180690404708	RUNX1::RUNX1T1_barcode47	False
RUNX1::RUNX1T1	True	4	40090	282632	Run2	sup	barcode48	0.6989700043360189	161361.0	5.207801268097501	RUNX1::RUNX1T1_barcode48	False
ETV6::RUNX1	True	2	31404	353887	Run2	sup	barcode48	0.47712125471966244	192645.5	5.2847611231621805	ETV6::RUNX1_barcode48	False
ETV6::RUNX1	True	5	75265	254441	Run2	sup	barcode49	0.7781512503836436	164853.0	5.217099489282339	ETV6::RUNX1_barcode49	False
RUNX1::RUNX1T1	True	5	20147	311430	Run2	sup	barcode49	0.7781512503836436	165788.5	5.219557021772398	RUNX1::RUNX1T1_barcode49	False
ABL1::BCR	True	2	23777	36914	Run2	sup	barcode49	0.47712125471966244	30345.5	4.482108609139799	ABL1::BCR_barcode49	False
ETV6::RUNX1	True	8	44577	412797	Run2	sup	barcode50	0.9542425094393249	228687.0	5.359243376366637	ETV6::RUNX1_barcode50	False
RUNX1::RUNX1T1	True	3	24895	117245	Run2	sup	barcode50	0.6020599913279624	71070.0	4.851692426198394	RUNX1::RUNX1T1_barcode50	False
RUNX1::RUNX1T1	True	267	3000	62304	Run2	sup	barcode52	2.428134794028789	32652.0	4.5139230883244945	RUNX1::RUNX1T1_barcode52	True
ETV6::RUNX1	True	2	12049	172366	Run2	sup	barcode52	0.47712125471966244	92207.5	4.964770957202709	ETV6::RUNX1_barcode52	False
ABL1::BCR	True	363	2200	4359	Run2	sup	barcode53	2.561101383649056	3279.5	3.5159400420933182	ABL1::BCR_barcode53	True
ETV6::RUNX1	True	7	59280	254950	Run2	sup	barcode54	0.9030899869919435	157115.0	5.196220413925303	ETV6::RUNX1_barcode54	False
RUNX1::RUNX1T1	True	3	39027	335921	Run2	sup	barcode54	0.6020599913279624	187474.0	5.272943362272079	RUNX1::RUNX1T1_barcode54	False
PML::RARA	True	231	1511	1610	Run2	sup	barcode56	2.3654879848909	1560.5	3.1935419885662175	PML::RARA_barcode56	True
ETV6::RUNX1	True	3	43565	419247	Run2	sup	barcode56	0.6020599913279624	231406.0	5.364376492106622	ETV6::RUNX1_barcode56	False
ETV6::RUNX1	True	15	81993	379329	Run2	sup	barcode55	1.2041199826559248	230661.0	5.362976053343668	ETV6::RUNX1_barcode55	False
ETV6::RUNX1	True	4	53201	333828	Run3	fast	barcode17	0.6989700043360189	193514.5	5.286715756408539	ETV6::RUNX1_barcode17	False
RUNX1::RUNX1T1	True	3	41182	87238	Run3	fast	barcode17	0.6020599913279624	64210.0	4.807609433521853	RUNX1::RUNX1T1_barcode17	False
ETV6::RUNX1	True	3	96409	265392	Run3	fast	barcode18	0.6020599913279624	180900.5	5.257442167959991	ETV6::RUNX1_barcode18	False
ETV6::RUNX1	True	7	72802	315874	Run3	fast	barcode19	0.9030899869919435	194338.0	5.288559963673231	ETV6::RUNX1_barcode19	False
RUNX1::RUNX1T1	True	3	13829	262096	Run3	fast	barcode19	0.6020599913279624	137962.5	5.1397642034643125	RUNX1::RUNX1T1_barcode19	False
ETV6::RUNX1	True	4	56881	250336	Run3	fast	barcode20	0.6989700043360189	153608.5	5.186418075526191	ETV6::RUNX1_barcode20	False
RUNX1::RUNX1T1	True	2	40888	192954	Run3	fast	barcode20	0.47712125471966244	116921.0	5.06789623553876	RUNX1::RUNX1T1_barcode20	False
ETV6::RUNX1	True	5	59537	402207	Run3	fast	barcode21	0.7781512503836436	230872.0	5.363373146270817	ETV6::RUNX1_barcode21	False
ETV6::RUNX1	True	3	94675	386729	Run3	fast	barcode22	0.6020599913279624	240702.0	5.381481503134716	ETV6::RUNX1_barcode22	False
RUNX1::RUNX1T1	True	3	32849	243572	Run3	fast	barcode22	0.6020599913279624	138210.5	5.140544180366365	RUNX1::RUNX1T1_barcode22	False
ETV6::RUNX1	True	4	63291	298421	Run3	fast	barcode23	0.6989700043360189	180856.0	5.257335322622329	ETV6::RUNX1_barcode23	False
RUNX1::RUNX1T1	True	2	33570	38553	Run3	fast	barcode23	0.47712125471966244	36061.5	4.557055830499807	RUNX1::RUNX1T1_barcode23	False
ETV6::RUNX1	True	2	56343	271842	Run3	fast	barcode24	0.47712125471966244	164092.5	5.215091378310609	ETV6::RUNX1_barcode24	False
RUNX1::RUNX1T1	True	2	26510	294399	Run3	fast	barcode24	0.47712125471966244	160454.5	5.205354608179495	RUNX1::RUNX1T1_barcode24	False
KMT2A::MLLT3	True	86	8354	4063	Run3	fast	barcode33	1.9395192526186185	6208.5	3.7930566314192116	KMT2A::MLLT3_barcode33	True
RUNX1::RUNX1T1	True	6	30956	394521	Run3	fast	barcode33	0.8450980400142568	212738.5	5.327848134187448	RUNX1::RUNX1T1_barcode33	False
ETV6::RUNX1	True	5	81374	337276	Run3	fast	barcode33	0.7781512503836436	209325.0	5.320823174613137	ETV6::RUNX1_barcode33	False
ABL1::BCR	True	3	30615	40309	Run3	fast	barcode33	0.6020599913279624	35462.0	4.549775472052697	ABL1::BCR_barcode33	False
ETV6::RUNX1	True	5	72783	308509	Run3	fast	barcode34	0.7781512503836436	190646.0	5.280229975653767	ETV6::RUNX1_barcode34	False
RUNX1::RUNX1T1	True	3	30615	244035	Run3	fast	barcode35	0.6020599913279624	137325.0	5.137752770212243	RUNX1::RUNX1T1_barcode35	False
ETV6::RUNX1	True	5	48909	233026	Run3	fast	barcode36	0.7781512503836436	140967.5	5.149122078580745	ETV6::RUNX1_barcode36	False
RUNX1::RUNX1T1	True	2	16444	32802	Run3	fast	barcode36	0.47712125471966244	24623.0	4.391358602487403	RUNX1::RUNX1T1_barcode36	False
ETV6::RUNX1	True	14	56731	299518	Run3	fast	barcode37	1.1760912590556813	178124.5	5.250726096423104	ETV6::RUNX1_barcode37	False
RUNX1::RUNX1T1	True	7	24196	277279	Run3	fast	barcode37	0.9030899869919435	150737.5	5.178224189289465	RUNX1::RUNX1T1_barcode37	False
ETV6::RUNX1	True	8	56674	353699	Run3	fast	barcode38	0.9542425094393249	205186.5	5.312150900073416	ETV6::RUNX1_barcode38	False
RUNX1::RUNX1T1	True	3	22636	415096	Run3	fast	barcode38	0.6020599913279624	218866.0	5.340180285102461	RUNX1::RUNX1T1_barcode38	False
ABL1::BCR	True	29	1596	1280	Run3	fast	barcode39	1.4771212547196624	1438.0	3.158060793936605	ABL1::BCR_barcode39	True
ETV6::RUNX1	True	4	44713	407191	Run3	fast	barcode39	0.6989700043360189	225952.0	5.354018111875658	ETV6::RUNX1_barcode39	False
RUNX1::RUNX1T1	True	5	30829	370480	Run3	fast	barcode40	0.7781512503836436	200654.5	5.302451068315628	RUNX1::RUNX1T1_barcode40	False
ETV6::RUNX1	True	2	1856	541926	Run3	fast	barcode40	0.47712125471966244	271891.0	5.434396429334582	ETV6::RUNX1_barcode40	False
KMT2A::MLLT10	True	38	2909	3249	Run3	fast	barcode57	1.591064607026499	3079.0	3.4885507165004443	KMT2A::MLLT10_barcode57	True
ETV6::RUNX1	True	15	78127	318750	Run3	fast	barcode57	1.2041199826559248	198438.5	5.297628124091247	ETV6::RUNX1_barcode57	False
RUNX1::RUNX1T1	True	13	46052	319137	Run3	fast	barcode57	1.146128035678238	182594.5	5.2614900702998675	RUNX1::RUNX1T1_barcode57	False
ABL1::BCR	True	3	51707	42369	Run3	fast	barcode57	0.6020599913279624	47038.0	4.672458080519226	ABL1::BCR_barcode57	False
KMT2A::MLLT3	True	2	23410	29477	Run3	fast	barcode57	0.47712125471966244	26443.5	4.422335359999594	KMT2A::MLLT3_barcode57	False
ETV6::RUNX1	True	11	63331	378373	Run3	fast	barcode58	1.0791812460476249	220852.0	5.344103302958669	ETV6::RUNX1_barcode58	False
RUNX1::RUNX1T1	True	6	53066	302468	Run3	fast	barcode58	0.8450980400142568	177767.0	5.2498535863632005	RUNX1::RUNX1T1_barcode58	False
EBF1::PDGFRB	True	2	3338	167555	Run3	fast	barcode58	0.47712125471966244	85446.5	4.931699360771352	EBF1::PDGFRB_barcode58	False
RUNX1::RUNX1T1	True	4	24306	305473	Run3	fast	barcode59	0.6989700043360189	164889.5	5.21719563492634	RUNX1::RUNX1T1_barcode59	False
ETV6::RUNX1	True	3	90175	191255	Run3	fast	barcode59	0.6020599913279624	140715.0	5.148343481348368	ETV6::RUNX1_barcode59	False
RUNX1::RUNX1T1	True	4	26757	307564	Run3	fast	barcode60	0.6989700043360189	167160.5	5.22313625956898	RUNX1::RUNX1T1_barcode60	False
ETV6::RUNX1	True	3	71089	484416	Run3	fast	barcode60	0.6020599913279624	277752.5	5.443659540236162	ETV6::RUNX1_barcode60	False
PML::RARA	True	2	7787	19168	Run3	fast	barcode60	0.47712125471966244	13477.5	4.129641562973006	PML::RARA_barcode60	False
RUNX1::RUNX1T1	True	10	44885	315597	Run3	fast	barcode61	1.0413926851582251	180241.0	5.255855997757856	RUNX1::RUNX1T1_barcode61	False
ETV6::RUNX1	True	8	65688	230725	Run3	fast	barcode61	0.9542425094393249	148206.5	5.170870181552877	ETV6::RUNX1_barcode61	False
KMT2A::MLLT3	True	2	63889	21059	Run3	fast	barcode61	0.47712125471966244	42474.0	4.628133387541083	KMT2A::MLLT3_barcode61	False
RUNX1::RUNX1T1	True	5	41692	239558	Run3	fast	barcode62	0.7781512503836436	140625.0	5.148065623760773	RUNX1::RUNX1T1_barcode62	False
ETV6::RUNX1	True	4	43353	167446	Run3	fast	barcode62	0.6989700043360189	105399.5	5.022842671092143	ETV6::RUNX1_barcode62	False
ETV6::RUNX1	True	7	33957	411351	Run3	fast	barcode63	0.9030899869919435	222654.0	5.347632452209338	ETV6::RUNX1_barcode63	False
RUNX1::RUNX1T1	True	6	42364	174940	Run3	fast	barcode63	0.8450980400142568	108652.0	5.036041722055151	RUNX1::RUNX1T1_barcode63	False
ETV6::RUNX1	True	3	27424	322931	Run3	fast	barcode64	0.6020599913279624	175177.5	5.243480803291354	ETV6::RUNX1_barcode64	False
RUNX1::RUNX1T1	True	3	42370	110869	Run3	fast	barcode64	0.6020599913279624	76619.5	4.884344981718221	RUNX1::RUNX1T1_barcode64	False
ETV6::RUNX1	True	8	76976	385641	Run3	fast	barcode71	0.9542425094393249	231308.5	5.364193469834401	ETV6::RUNX1_barcode71	False
CREBBP::KAT6A	True	2	17771	55129	Run3	fast	barcode71	0.47712125471966244	36450.0	4.561709447291157	CREBBP::KAT6A_barcode71	False
RUNX1::RUNX1T1	True	13	42304	349102	Run3	fast	barcode72	1.146128035678238	195703.0	5.291599702306823	RUNX1::RUNX1T1_barcode72	False
ETV6::RUNX1	True	9	54396	288671	Run3	fast	barcode72	1.0	171533.5	5.2343514809547385	ETV6::RUNX1_barcode72	False
CREBBP::KAT6A	True	2	25462	51268	Run3	fast	barcode72	0.47712125471966244	38365.0	4.583946522459128	CREBBP::KAT6A_barcode72	False
KMT2A::MLLT10	True	2	66321	482	Run3	fast	barcode72	0.47712125471966244	33401.5	4.523778972667042	KMT2A::MLLT10_barcode72	False
RUNX1::RUNX1T1	True	6	53469	298118	Run3	fast	barcode73	0.8450980400142568	175793.5	5.245005283382714	RUNX1::RUNX1T1_barcode73	False
ETV6::RUNX1	True	4	73864	355541	Run3	fast	barcode73	0.6989700043360189	214702.5	5.331839124167488	ETV6::RUNX1_barcode73	False
KMT2A::MLLT3	True	117	1213	1510	Run3	fast	barcode74	2.0718820073061255	1361.5	3.13433651094868	KMT2A::MLLT3_barcode74	True
ETV6::RUNX1	True	9	64635	380724	Run3	fast	barcode74	1.0	222679.5	5.347682187787574	ETV6::RUNX1_barcode74	False
RUNX1::RUNX1T1	True	9	55718	387141	Run3	fast	barcode74	1.0	221429.5	5.3452374407044045	RUNX1::RUNX1T1_barcode74	False
ABL1::NUP214	True	2	10067	39495	Run3	fast	barcode74	0.47712125471966244	24781.0	4.394136352641888	ABL1::NUP214_barcode74	False
ETV6::RUNX1	True	6	49756	250678	Run3	fast	barcode75	0.8450980400142568	150217.0	5.176721975493038	ETV6::RUNX1_barcode75	False
RUNX1::RUNX1T1	True	3	21081	259309	Run3	fast	barcode75	0.6020599913279624	140195.0	5.1467356227411285	RUNX1::RUNX1T1_barcode75	False
ETV6::RUNX1	True	5	57150	293267	Run3	fast	barcode76	0.7781512503836436	175208.5	5.24355765026656	ETV6::RUNX1_barcode76	False
RUNX1::RUNX1T1	True	3	24612	244610	Run3	fast	barcode76	0.6020599913279624	134611.0	5.129083776838066	RUNX1::RUNX1T1_barcode76	False
KMT2A::MLLT10	True	2	77511	12930	Run3	fast	barcode76	0.47712125471966244	45220.5	4.65534496382355	KMT2A::MLLT10_barcode76	False
ETV6::RUNX1	True	2	45032	404794	Run3	hac	barcode21	0.47712125471966244	224913.0	5.352016489377433	ETV6::RUNX1_barcode21	False
ETV6::RUNX1	True	2	25755	39484	Run3	hac	barcode22	0.47712125471966244	32619.5	4.513490613527579	ETV6::RUNX1_barcode22	False
KMT2A::MLLT3	True	102	1129	1134	Run3	hac	barcode33	2.012837224705172	1131.5	3.0540382106848694	KMT2A::MLLT3_barcode33	True
ETV6::RUNX1	True	2	33064	206726	Run3	hac	barcode36	0.47712125471966244	119895.0	5.078804694300639	ETV6::RUNX1_barcode36	False
RUNX1::RUNX1T1	True	2	26948	216728	Run3	hac	barcode38	0.47712125471966244	121838.0	5.085786325847814	RUNX1::RUNX1T1_barcode38	False
ABL1::BCR	True	38	1296	1265	Run3	hac	barcode39	1.591064607026499	1280.5	3.107718610520263	ABL1::BCR_barcode39	True
KMT2A::MLLT10	True	48	981	954	Run3	hac	barcode57	1.6901960800285136	967.5	2.9860996250551297	KMT2A::MLLT10_barcode57	True
ETV6::RUNX1	True	3	81862	250081	Run3	hac	barcode57	0.6020599913279624	165971.5	5.220036135704969	ETV6::RUNX1_barcode57	False
RUNX1::RUNX1T1	True	2	19389	80490	Run3	hac	barcode57	0.47712125471966244	49939.5	4.6984528861561765	RUNX1::RUNX1T1_barcode57	False
ETV6::RUNX1	True	2	54887	199944	Run3	hac	barcode60	0.47712125471966244	127415.5	5.105225671287827	ETV6::RUNX1_barcode60	False
PML::RARA	True	2	1045	12848	Run3	hac	barcode60	0.47712125471966244	6946.5	3.8418285554494096	PML::RARA_barcode60	False
ETV6::RUNX1	True	2	76298	239628	Run3	hac	barcode62	0.47712125471966244	157963.0	5.198558122506472	ETV6::RUNX1_barcode62	False
ETV6::RUNX1	True	2	4	196912	Run3	hac	barcode63	0.47712125471966244	98458.0	4.993255420542086	ETV6::RUNX1_barcode63	False
RUNX1::RUNX1T1	True	2	2301	188057	Run3	hac	barcode71	0.47712125471966244	95179.0	4.978545700462739	RUNX1::RUNX1T1_barcode71	False
RUNX1::RUNX1T1	True	3	13362	300704	Run3	hac	barcode72	0.6020599913279624	157033.0	5.195993693261132	RUNX1::RUNX1T1_barcode72	False
KMT2A::MLLT3	True	137	1296	1500	Run3	hac	barcode74	2.1398790864012365	1398.0	3.1458177144918276	KMT2A::MLLT3_barcode74	True
RUNX1::RUNX1T1	True	3	32312	353537	Run3	hac	barcode74	0.6020599913279624	192924.5	5.2853896344731615	RUNX1::RUNX1T1_barcode74	False
RUNX1::RUNX1T1	True	2	13058	456293	Run3	hac	barcode76	0.47712125471966244	234675.5	5.370469602460513	RUNX1::RUNX1T1_barcode76	False
KMT2A::MLLT3	True	104	1113	1195	Run3	sup	barcode33	2.0211892990699383	1154.0	3.062581984228163	KMT2A::MLLT3_barcode33	True
ETV6::RUNX1	True	2	9458	118689	Run3	sup	barcode36	0.47712125471966244	64073.5	4.80668522588885	ETV6::RUNX1_barcode36	False
ABL1::BCR	True	40	1280	1244	Run3	sup	barcode39	1.6127838567197355	1262.0	3.101403350555331	ABL1::BCR_barcode39	True
KMT2A::MLLT10	True	53	2508	2800	Run3	sup	barcode57	1.7323937598229686	2654.0	3.4240645254174877	KMT2A::MLLT10_barcode57	True
RUNX1::RUNX1T1	True	2	1561	386181	Run3	sup	barcode57	0.47712125471966244	193871.0	5.2875150905455754	RUNX1::RUNX1T1_barcode57	False
RUNX1::RUNX1T1	True	3	43085	207653	Run3	sup	barcode61	0.6020599913279624	125369.0	5.0981936258632885	RUNX1::RUNX1T1_barcode61	False
KMT2A::MLLT10	True	2	219	252	Run3	sup	barcode63	0.47712125471966244	235.5	2.3738311450738303	KMT2A::MLLT10_barcode63	False
ETV6::RUNX1	True	2	25525	110235	Run3	sup	barcode71	0.47712125471966244	67880.0	4.831748231572612	ETV6::RUNX1_barcode71	False
ETV6::RUNX1	True	3	76069	171098	Run3	sup	barcode72	0.6020599913279624	123583.5	5.0919640048418815	ETV6::RUNX1_barcode72	False
RUNX1::RUNX1T1	True	2	24230	196085	Run3	sup	barcode72	0.47712125471966244	110157.5	5.042018013612719	RUNX1::RUNX1T1_barcode72	False
KMT2A::MLLT3	True	137	1260	1542	Run3	sup	barcode74	2.1398790864012365	1401.0	3.14674801363064	KMT2A::MLLT3_barcode74	True
RUNX1::RUNX1T1	True	3	45907	339258	Run3	sup	barcode74	0.6020599913279624	192582.5	5.284619075281155	RUNX1::RUNX1T1_barcode74	False
